MonthlyDisposableIncome,MonthlyLoanInstallment,YearOfBirth,Collateral,MaritalStatus,DaysPastDue
3171,1177,'1975',Yes,1,0
2230,1170,'1971',No,1,99
2921,723,'1949',Yes,0,0
4665,1222,'1979',No,1,0
3845,969,'1986',Yes,0,0
4465,1259,'1991',No,1,0
2035,810,'1978',Yes,1,0
2504,1222,'1985',No,1,96
4725,911,'1945',Yes,0,0
2646,913,'1992',Yes,1,57
3247,1304,'1971',No,1,102
4207,1216,'1989',Yes,1,0
4290,1203,'1990',Yes,1,0
3937,811,'1971',Yes,1,0
3737,920,'1961',No,0,0
2832,1134,'1994',No,1,98
3110,1456,'1981',No,1,101
4573,1436,'1991',Yes,0,0
3479,1083,'1978',Yes,0,0
3604,966,'1985',No,1,93
2838,975,'1987',Yes,0,0
2544,1019,'1976',No,1,92
4416,778,'1993',Yes,1,0
2323,640,'1991',Yes,1,0
2804,1214,'1955',Yes,1,98
5188,1262,'1963',No,1,87
3784,1261,'1986',Yes,1,0
3156,922,'1962',Yes,1,33
2609,1184,'1987',No,0,99
2682,985,'1993',Yes,1,0
3077,1265,'1988',Yes,1,0
3080,748,'1980',Yes,0,0
3775,855,'1988',Yes,1,0
6358,1361,'1984',Yes,1,0
3501,1234,'1973',Yes,1,94
4435,1505,'1963',No,1,95
4615,1270,'1979',No,0,0
2029,1533,'1992',Yes,1,108
4482,1394,'1990',No,1,0
1643,1112,'1976',No,0,108
4817,1472,'1974',Yes,0,0
4050,1109,'1985',Yes,1,0
3014,1042,'1974',No,1,96
5205,1283,'1976',Yes,1,0
5400,1709,'1940',Yes,1,96
3347,973,'1970',No,1,49
1511,835,'1990',No,0,104
2223,1093,'1984',No,0,101
3419,1100,'1989',No,0,93
3533,1139,'1983',Yes,1,0
3460,953,'1972',No,0,90
3914,1268,'1986',Yes,1,0
3606,883,'1977',No,0,0
3779,1429,'1980',Yes,1,0
4155,1180,'1982',No,1,26
3892,1072,'1975',No,1,0
5809,1651,'1997',No,0,94
3062,827,'1987',Yes,1,0
3822,1425,'1981',Yes,1,0
3303,1162,'1984',Yes,0,0
5060,832,'1985',No,1,0
2301,922,'1990',Yes,0,1
4357,673,'1993',Yes,1,0
3903,1399,'1982',Yes,0,0
3012,981,'1970',Yes,1,0
4146,1048,'1979',Yes,0,0
4415,923,'1988',Yes,1,0
3447,963,'1955',No,1,21
2960,722,'1993',Yes,1,0
4293,860,'1957',Yes,0,0
3102,1032,'1968',No,0,93
4043,1232,'1962',No,1,96
3481,1357,'1976',Yes,1,0
3773,726,'1985',Yes,0,0
1905,986,'1987',No,1,104
4697,1351,'1989',Yes,0,0
2533,934,'1990',Yes,1,0
3184,963,'1972',No,0,0
2211,1090,'1984',No,0,102
3004,969,'1989',Yes,1,0
4296,938,'1992',Yes,1,0
5623,1061,'1982',Yes,1,0
4268,1059,'1996',No,1,0
2794,1123,'1980',Yes,0,0
2535,850,'1984',Yes,0,0
2916,825,'1975',No,1,0
3563,758,'1968',Yes,0,0
4428,1185,'1961',Yes,1,0
2403,973,'1979',Yes,0,0
2421,659,'1980',Yes,1,0
2262,980,'1990',Yes,1,0
5633,1313,'1991',No,0,0
3171,1423,'1981',Yes,1,96
4716,887,'1984',Yes,0,0
2747,1082,'1987',Yes,1,0
2424,1214,'1966',No,1,104
3519,1073,'1984',Yes,1,2
4382,1115,'1976',No,0,0
4221,1168,'1987',Yes,1,0
2583,872,'1986',Yes,1,5
2754,887,'1995',Yes,0,0
4466,1057,'1995',No,0,0
3531,764,'1974',No,0,0
2612,1001,'1983',Yes,1,0
4248,1472,'1977',No,0,91
5205,1136,'1984',Yes,0,0
1687,732,'1988',Yes,1,95
4349,1292,'1993',No,0,29
2824,724,'1990',Yes,0,0
2107,677,'1978',No,1,92
4407,1148,'1945',Yes,0,92
2632,1102,'1966',Yes,1,77
3838,1030,'1990',Yes,0,0
2425,935,'1951',Yes,1,95
5437,1140,'1954',Yes,0,0
4544,1282,'1990',Yes,1,0
2715,973,'1986',Yes,1,0
1967,1203,'1981',Yes,1,101
4510,1153,'1977',No,1,0
2447,1165,'1939',No,0,98
3374,937,'1955',Yes,1,0
2559,813,'1987',Yes,1,0
2660,1089,'1988',Yes,1,86
3757,1131,'1985',No,1,67
2180,620,'1977',Yes,0,0
6465,1018,'1992',Yes,0,0
3054,1009,'1985',No,0,91
3583,815,'1986',Yes,1,0
4789,1489,'1989',No,1,12
3868,1405,'1932',Yes,1,95
2808,1366,'1985',No,0,95
5539,1566,'1967',No,0,92
3359,671,'1982',No,1,0
5075,1270,'1977',Yes,1,0
1425,661,'1973',No,1,98
2893,1349,'1991',No,0,98
3274,978,'1987',No,1,58
2794,1007,'1973',Yes,1,0
2115,1013,'1974',No,1,98
2605,995,'1987',Yes,0,59
4958,1240,'1993',Yes,1,0
3653,997,'1986',Yes,1,0
2986,911,'1972',Yes,1,0
3963,915,'1949',Yes,1,0
1519,970,'1976',No,1,109
4070,932,'1967',No,1,0
5182,1059,'1992',Yes,1,0
2242,1161,'1973',Yes,1,92
2411,1075,'1992',Yes,0,91
2840,1015,'1989',Yes,1,76
3323,1441,'1980',Yes,1,25
2605,955,'1973',Yes,0,0
3188,909,'1989',Yes,1,0
3505,994,'1987',No,0,0
5472,1442,'1993',No,1,43
2566,578,'1970',No,1,0
2899,714,'1984',Yes,1,0
4237,1099,'1990',Yes,1,0
5441,1437,'1989',Yes,1,0
2679,1072,'1985',No,0,93
3914,1386,'1966',Yes,0,92
3602,1214,'1974',Yes,1,0
2923,1100,'1993',Yes,1,0
4058,1154,'1966',No,1,93
5744,1372,'1982',Yes,1,0
2566,1095,'1981',Yes,0,0
1523,844,'1985',No,0,103
2611,1380,'1993',Yes,1,99
2421,1187,'1985',Yes,0,97
4771,1185,'1985',Yes,0,0
3612,1373,'1990',No,1,92
3822,1219,'1977',Yes,1,0
2147,1255,'1979',Yes,1,99
4582,739,'1975',Yes,1,0
4237,1144,'1975',Yes,0,0
2262,1069,'1972',Yes,1,50
4465,830,'1978',No,0,0
5041,1214,'1982',No,1,0
2088,1253,'1972',No,0,103
2104,982,'1972',No,1,98
3313,1201,'1982',No,1,43
2006,972,'1948',Yes,1,96
4151,1137,'1982',No,1,66
2928,1097,'1969',Yes,0,92
3673,695,'1977',No,1,0
4211,1188,'1987',Yes,1,0
3559,1063,'1989',No,0,0
4598,1288,'1990',No,1,41
3053,1134,'1990',No,0,95
2882,1008,'1970',No,1,91
3897,613,'1989',Yes,1,0
4451,1306,'1987',Yes,1,0
5212,943,'1983',Yes,1,0
3138,1031,'1987',Yes,1,0
3444,1058,'1994',No,1,36
3691,1083,'1987',No,1,21
5747,1462,'1995',Yes,1,0
3698,1197,'1991',No,1,0
688,771,'1989',No,1,131
3983,867,'1983',No,1,0
4198,1027,'1987',Yes,0,0
3378,1242,'1994',No,0,95
986,901,'1980',Yes,1,116
4583,1216,'1950',Yes,0,0
3369,1076,'1986',Yes,0,0
1744,913,'1961',No,0,102
6083,1055,'1991',No,1,0
5113,1019,'1983',Yes,1,0
2391,728,'1985',Yes,1,0
3358,1283,'1987',Yes,1,0
3360,1019,'1952',Yes,0,55
4398,1367,'1985',Yes,1,0
4299,1393,'1991',Yes,1,0
3686,1079,'1980',No,0,0
2565,905,'1992',Yes,0,92
4480,1203,'1988',Yes,1,0
3041,1117,'1961',Yes,0,24
1701,733,'1974',No,1,96
2799,1309,'1985',Yes,1,95
2808,797,'1981',Yes,0,0
3205,1047,'1994',Yes,1,0
3141,740,'1974',No,1,0
3344,1075,'1985',Yes,1,0
4794,1431,'1980',Yes,0,0
2366,794,'1969',No,1,28
4093,1211,'1982',No,1,0
3748,1083,'1960',Yes,1,0
3615,783,'1977',Yes,1,0
3264,1015,'1978',Yes,1,0
2783,1018,'1971',Yes,1,82
2830,766,'1958',Yes,1,0
2943,851,'1992',Yes,0,0
2978,763,'1974',No,0,0
3347,906,'1983',Yes,1,0
5463,1060,'1987',Yes,1,0
3579,1091,'1961',Yes,1,22
2995,996,'1982',Yes,1,6
4697,1206,'1963',Yes,0,0
5663,1377,'1992',No,0,0
3412,1328,'1969',Yes,1,0
3199,770,'1984',Yes,1,0
2754,720,'1991',Yes,1,0
1978,1029,'1978',Yes,1,92
2791,835,'1977',Yes,1,0
3627,1290,'1980',No,1,93
2935,1011,'1982',Yes,0,0
3187,780,'1950',Yes,1,0
4603,1632,'1984',No,0,0
4055,954,'1979',No,1,0
4113,1051,'1986',Yes,0,0
3608,1396,'1981',Yes,1,46
3435,733,'1979',Yes,1,0
1730,996,'1986',No,0,105
3312,918,'1980',No,1,0
2979,1486,'1968',Yes,0,94
5104,1226,'1980',No,1,0
2395,929,'1980',Yes,0,93
2973,1252,'1990',Yes,1,94
3348,1038,'1986',Yes,0,0
4485,1436,'1989',No,1,85
4922,1341,'1974',No,1,60
2403,1084,'1992',Yes,1,95
1849,655,'1981',Yes,1,0
2666,1259,'1981',No,1,103
4460,911,'1987',Yes,0,0
5803,698,'1994',No,0,0
4966,1151,'1994',Yes,1,38
3565,1014,'1981',Yes,0,0
5227,1385,'1989',No,1,75
4230,793,'1973',Yes,1,0
3073,1156,'1994',Yes,0,29
1805,1248,'1991',Yes,1,103
3179,660,'1976',Yes,1,0
3552,1106,'1975',Yes,1,0
3936,902,'1994',Yes,0,0
4533,1337,'1989',Yes,1,0
3437,973,'1975',Yes,0,0
5459,1162,'1973',Yes,1,0
2701,1328,'1987',No,1,99
5391,1318,'1986',Yes,0,0
3500,1059,'1976',Yes,0,0
5464,1565,'1991',No,0,0
4085,1055,'1991',No,1,33
2564,1378,'1980',Yes,1,97
2957,1030,'1989',Yes,1,76
4165,1364,'1974',Yes,1,0
4054,853,'1970',Yes,0,0
2545,1509,'1978',No,0,104
4337,1213,'1997',No,1,93
3430,892,'1975',No,0,0
4104,1213,'1982',Yes,1,0
5237,1412,'1976',Yes,1,0
6079,1329,'1988',Yes,1,0
3170,730,'1991',Yes,1,0
2847,933,'1976',Yes,1,0
3576,1266,'1983',No,1,90
4138,859,'1991',Yes,1,0
5555,1342,'1996',Yes,1,0
4179,1085,'1957',No,1,93
4103,933,'1974',Yes,1,0
3239,958,'1992',No,1,93
5546,1246,'1992',Yes,1,0
2825,828,'1971',Yes,1,0
4452,1225,'1977',Yes,0,0
4363,743,'1974',No,1,0
4652,1129,'1987',No,1,0
1074,912,'1963',Yes,1,113
2326,809,'1970',No,1,93
4312,1178,'1996',Yes,1,0
4281,954,'1969',No,0,0
4261,994,'1976',No,1,92
3798,1164,'1986',No,1,92
3763,1472,'1989',No,0,94
1735,732,'1950',Yes,1,99
5444,996,'1935',No,0,94
4262,1151,'1980',Yes,1,0
3182,1022,'1983',Yes,0,0
4888,1490,'1984',Yes,1,0
4962,1211,'1983',Yes,0,0
1450,784,'1988',Yes,1,99
3749,1266,'1949',No,0,97
3083,1260,'1976',Yes,1,92
2722,938,'1986',No,0,93
5404,1193,'1987',Yes,1,0
4609,1144,'1977',Yes,1,0
3264,855,'1985',Yes,1,0
4610,1288,'1975',Yes,0,0
3345,889,'1974',Yes,0,0
2593,764,'1974',Yes,0,0
5021,1582,'1977',Yes,0,0
4877,944,'1974',Yes,1,0
3452,1050,'1978',No,1,92
2411,464,'1992',No,1,0
1979,1019,'1973',Yes,1,94
4127,915,'1993',Yes,1,0
4885,1280,'1990',Yes,0,0
3629,1391,'1979',Yes,1,0
2326,1014,'1984',No,1,96
4660,925,'1968',Yes,1,0
2293,852,'1984',Yes,1,0
2563,1220,'1976',No,1,98
4287,1350,'1981',Yes,1,0
3099,1039,'1963',No,0,80
2957,986,'1985',No,0,79
4323,1378,'1959',No,0,40
4592,1349,'1976',Yes,1,0
3640,958,'1988',Yes,1,0
3119,1021,'1989',Yes,1,0
4158,1024,'1958',Yes,1,0
4200,1121,'1973',No,1,67
1855,725,'1974',No,1,94
2715,1228,'1981',No,0,94
3731,1227,'1948',Yes,1,40
4817,1437,'1967',No,1,92
3841,987,'1976',Yes,1,0
5032,1285,'1970',No,0,0
2729,1008,'1971',No,1,34
3774,979,'1984',No,0,54
4383,1113,'1952',No,0,70
2771,849,'1991',Yes,1,0
1201,1130,'1976',Yes,0,113
4490,1060,'1977',Yes,0,0
3321,1158,'1981',No,1,70
2181,825,'1989',No,1,96
3119,1137,'1989',Yes,1,0
2977,1069,'1980',No,1,94
2549,808,'1978',No,0,94
4668,1025,'1989',Yes,0,0
2209,865,'1977',Yes,0,93
2806,1215,'1970',No,1,97
5234,1039,'1974',No,1,0
3976,1367,'1981',Yes,0,21
3638,1156,'1995',Yes,0,93
3823,540,'1996',No,1,0
3751,938,'1969',No,1,0
3408,1085,'1978',Yes,0,0
1690,714,'1988',No,1,97
4161,1343,'1987',Yes,1,0
5711,1593,'1974',Yes,1,0
3304,988,'1990',No,1,0
2580,846,'1992',Yes,0,0
4521,1336,'1984',Yes,0,0
5273,937,'1992',No,1,0
2739,656,'1979',Yes,1,0
3321,866,'1972',No,0,94
4625,1045,'1986',Yes,1,0
1800,927,'1986',No,1,100
3933,810,'1973',Yes,0,0
3390,1049,'1988',No,1,96
3172,718,'1995',Yes,1,0
2687,996,'1972',Yes,1,0
2664,1039,'1991',No,1,96
3761,1099,'1983',Yes,1,0
2689,1007,'1984',No,1,93
3018,1408,'1983',No,1,94
2400,1098,'1977',Yes,1,66
2629,1354,'1985',Yes,1,91
3952,1408,'1984',Yes,1,0
4585,1033,'1975',Yes,1,0
4864,988,'1975',No,0,0
3308,1153,'1975',Yes,1,23
5091,1446,'1987',No,1,92
2522,836,'1984',No,1,73
4930,1599,'1979',No,1,93
3849,880,'1994',No,1,65
3536,911,'1986',No,1,0
4502,1189,'1990',Yes,0,0
4006,1043,'1978',No,1,0
5607,1056,'1976',No,1,0
1395,726,'1970',Yes,0,97
2223,948,'1984',Yes,0,93
2012,898,'1972',No,0,100
2041,905,'1976',Yes,0,93
3196,1062,'1961',No,1,93
2919,1014,'1969',Yes,0,91
4102,1174,'1976',No,0,88
3339,818,'1995',Yes,0,0
4004,633,'1980',Yes,0,0
3388,1135,'1983',No,0,36
5105,1377,'1992',Yes,0,0
2908,1204,'1984',No,1,97
5075,1029,'1961',No,1,0
3234,1096,'1988',No,0,91
4047,1201,'1994',Yes,1,0
3766,903,'1961',Yes,0,0
4128,521,'1993',Yes,1,0
3476,1214,'1984',Yes,1,0
4684,1003,'1980',Yes,1,0
4045,804,'1956',Yes,1,0
2555,773,'1941',Yes,1,0
2733,775,'1980',Yes,0,0
4522,1473,'1965',Yes,1,0
5776,1333,'1973',Yes,0,0
3707,1080,'1990',Yes,1,0
3562,895,'1975',No,1,93
2557,1089,'1976',Yes,1,0
3383,760,'1980',No,1,0
4312,1365,'1936',Yes,0,0
5098,1377,'1987',No,1,69
437,717,'1984',Yes,0,145
3212,1157,'1989',Yes,1,0
2208,1127,'1954',No,1,98
3627,1177,'1985',Yes,0,0
4738,716,'1972',Yes,0,0
2846,703,'1993',Yes,1,0
3143,865,'1988',Yes,1,0
2966,1036,'1995',Yes,1,0
1797,700,'1982',No,1,92
3997,1483,'1978',Yes,1,0
2792,1242,'1982',Yes,0,92
3679,1100,'1984',No,1,53
3674,1195,'1984',Yes,1,0
3584,1060,'1981',Yes,0,0
4305,1105,'1974',Yes,1,0
5555,1123,'1993',Yes,0,0
3761,1328,'1983',No,1,74
4512,981,'1990',Yes,1,0
3930,824,'1993',Yes,1,0
4059,1319,'1991',Yes,0,0
3717,1048,'1990',Yes,1,0
4564,791,'1954',Yes,1,0
2586,446,'1990',Yes,1,0
3677,1028,'1984',No,0,63
4534,1301,'1955',No,1,76
2349,1086,'1985',No,1,96
3304,1060,'1982',Yes,0,0
4775,1146,'1963',No,0,0
3694,991,'1987',Yes,1,0
3445,1541,'1990',Yes,1,57
2704,1099,'1987',Yes,0,0
3211,801,'1966',Yes,1,0
4440,1220,'1976',No,1,0
2141,1015,'1988',Yes,0,86
3410,1425,'1976',Yes,1,0
4979,1197,'1993',Yes,1,0
5978,1448,'1977',Yes,1,0
2410,1066,'1988',Yes,0,91
4086,1448,'1980',No,1,95
3034,951,'1993',Yes,0,0
4090,953,'1985',Yes,1,0
722,764,'1964',No,1,129
3439,953,'1968',No,1,92
3183,1125,'1978',Yes,1,28
3412,1115,'1989',Yes,0,89
2688,1331,'1989',Yes,1,97
1918,947,'1981',No,1,97
2420,1079,'1986',No,1,95
4399,1291,'1973',Yes,1,0
4143,974,'1985',Yes,1,0
5061,1103,'1971',Yes,1,0
895,667,'1972',Yes,0,105
2573,1049,'1994',No,1,92
3560,1142,'1981',No,0,92
2415,1083,'1975',Yes,0,31
2190,853,'1969',No,1,97
2741,858,'1992',No,0,94
4423,1009,'1976',Yes,1,0
2445,1352,'1992',Yes,1,100
2895,1194,'1960',Yes,1,93
1674,1006,'1970',Yes,1,100
4331,1042,'1989',Yes,0,0
3389,1108,'1988',No,1,0
2731,1206,'1972',No,0,94
3141,1016,'1995',No,0,95
3627,1141,'1983',Yes,0,0
3587,958,'1989',Yes,0,0
2883,1092,'1982',No,0,95
5166,1233,'1986',No,1,0
3480,1186,'1983',No,1,92
4433,1008,'1994',Yes,1,0
4577,853,'1979',No,1,0
1880,1077,'1986',Yes,0,98
1701,822,'1980',Yes,1,92
2656,716,'1979',No,1,4
4104,1080,'1980',Yes,1,0
3477,1132,'1984',Yes,0,0
4475,1366,'1977',Yes,1,0
3142,1116,'1971',Yes,0,0
4984,1442,'1985',No,1,74
3481,906,'1976',No,1,0
3069,1166,'1988',No,1,14
4095,913,'1987',No,1,0
4257,1331,'1984',No,0,0
2871,1289,'1966',Yes,1,95
3860,1259,'1934',Yes,1,44
4257,1122,'1986',Yes,0,0
3806,1621,'1992',Yes,1,0
4708,1026,'1976',Yes,1,0
3448,943,'1975',Yes,1,0
2367,1064,'1983',Yes,0,91
2796,990,'1985',Yes,0,30
3146,1128,'1982',No,1,93
4252,1076,'1966',No,1,74
3142,826,'1965',No,1,92
2196,1014,'1970',Yes,0,94
3721,763,'1983',Yes,1,0
3071,892,'1994',Yes,0,26
5774,1313,'1985',Yes,0,0
3520,1210,'1968',Yes,1,0
4688,1270,'1985',No,1,1
3030,1184,'1993',No,0,92
1983,868,'1978',Yes,1,95
5330,1269,'1991',No,1,0
1892,737,'1945',No,1,95
4338,1524,'1978',No,1,93
4883,1327,'1963',No,1,56
3786,1230,'1985',No,1,92
4794,903,'1982',Yes,1,0
3558,1086,'1984',No,1,94
3453,1342,'1987',Yes,1,38
1629,854,'1978',Yes,0,100
3373,1052,'1985',Yes,0,0
2799,1067,'1984',Yes,1,93
2423,959,'1984',No,1,94
3237,897,'1972',Yes,0,0
1807,1048,'1985',No,1,108
2225,1153,'1979',Yes,0,97
4005,955,'1997',No,0,93
2707,933,'1988',Yes,1,6
3268,1008,'1993',Yes,0,0
4208,1103,'1989',Yes,1,0
3440,877,'1987',No,0,0
3409,999,'1987',Yes,0,0
5103,1038,'1987',Yes,1,0
1478,1038,'1968',No,1,109
2918,824,'1985',Yes,0,0
5070,1175,'1983',Yes,0,0
2942,842,'1982',Yes,1,0
5079,875,'1980',Yes,1,0
3751,1004,'1978',Yes,1,0
5507,840,'1971',No,0,0
5439,1201,'1963',Yes,1,0
2609,1101,'1991',Yes,1,92
2574,758,'1966',Yes,1,0
2442,954,'1979',Yes,0,26
2799,1182,'1983',Yes,1,0
5199,1188,'1986',Yes,0,0
5132,1363,'1976',Yes,1,0
4477,1139,'1988',Yes,1,0
2643,1063,'1962',No,0,95
3266,1494,'1977',No,0,97
3637,909,'1979',Yes,1,0
4448,943,'1992',Yes,1,0
3005,825,'1996',Yes,0,12
2751,1164,'1988',Yes,1,93
3307,1282,'1975',No,1,96
3916,1211,'1982',No,1,0
3989,1033,'1972',No,1,0
4414,1271,'1981',Yes,0,0
3710,1173,'1995',No,1,92
2181,940,'1984',Yes,0,0
4392,1275,'1984',Yes,1,0
2362,941,'1982',No,1,95
4242,1306,'1988',Yes,0,0
2893,1045,'1997',No,1,91
3156,954,'1974',Yes,0,0
3274,1356,'1986',Yes,1,69
4395,1216,'1989',Yes,0,0
3192,1172,'1976',Yes,1,0
1454,974,'1985',Yes,1,100
5458,1641,'1988',Yes,1,0
4440,1092,'1982',Yes,1,0
4254,1158,'1989',Yes,1,0
2046,912,'1979',No,1,95
3469,632,'1980',No,0,0
1847,1009,'1990',No,1,98
4497,1317,'1971',No,1,29
4701,914,'1968',Yes,1,0
2846,1003,'1986',No,1,91
4397,1068,'1992',Yes,1,0
2745,1057,'1974',Yes,0,36
2218,1277,'1987',No,0,98
4557,1525,'1961',No,1,92
4557,1193,'1983',Yes,0,0
3758,1378,'1971',Yes,0,2
3264,947,'1991',No,1,93
3927,768,'1991',No,1,0
3664,1076,'1972',Yes,1,0
3573,1251,'1988',Yes,1,0
3225,973,'1978',Yes,0,0
2528,883,'1989',No,0,91
3414,1276,'1973',No,0,96
2780,1153,'1954',Yes,1,96
3579,1319,'1986',No,0,57
3733,1195,'1981',Yes,1,0
3967,1307,'1972',No,1,30
672,773,'1979',Yes,1,121
2389,1135,'1989',Yes,1,93
1349,996,'1984',Yes,1,103
4846,961,'1986',Yes,1,0
3894,1278,'1976',No,1,0
5126,1499,'1988',No,1,92
2377,1384,'1992',No,1,103
4191,1236,'1993',No,1,92
3373,1106,'1988',No,1,92
3770,789,'1977',Yes,1,0
3659,1186,'1984',Yes,1,0
2676,1334,'1981',No,1,96
1806,642,'1987',Yes,1,0
4006,1110,'1984',No,1,29
3854,1273,'1984',No,1,94
5929,1427,'1990',No,1,0
1936,974,'1978',Yes,1,93
6695,1498,'1985',Yes,1,0
5080,1607,'1989',Yes,1,0
2775,1169,'1990',No,1,96
6217,1147,'1979',Yes,1,0
3701,950,'1971',No,0,24
2121,1064,'1978',Yes,1,96
3112,727,'1988',No,0,0
4490,1456,'1993',No,1,91
2952,1006,'1996',No,1,93
4069,1000,'1983',No,0,0
3830,1302,'1973',Yes,0,91
5502,984,'1992',No,0,0
3997,952,'1974',Yes,1,0
2642,1175,'1988',Yes,1,93
5059,1226,'1986',No,0,0
2132,786,'1988',No,1,91
2301,688,'1975',No,1,0
3372,877,'1984',Yes,1,0
1347,805,'1984',Yes,1,96
3526,870,'1930',No,1,93
3567,1461,'1975',Yes,1,0
3031,807,'1983',No,0,22
2687,1146,'1970',Yes,0,94
2933,904,'1954',Yes,0,76
3736,986,'1986',No,0,61
4044,1470,'1993',Yes,1,28
5457,1161,'1982',Yes,0,0
3528,1243,'1981',No,0,92
1930,675,'1979',No,1,15
2530,997,'1961',Yes,1,62
3596,1151,'1981',No,0,91
1101,701,'1975',Yes,1,101
5669,971,'1983',Yes,1,0
2467,597,'1958',Yes,1,44
4074,1312,'1994',Yes,0,0
3055,1027,'1989',Yes,1,12
2546,1033,'1989',Yes,0,93
3926,695,'1970',No,1,0
4186,1472,'1981',No,1,94
4378,1264,'1986',No,0,92
2461,830,'1982',Yes,0,37
6013,1278,'1987',Yes,0,0
4602,1027,'1979',Yes,1,0
1787,875,'1989',Yes,0,95
3639,1028,'1976',Yes,1,0
4707,1302,'1993',Yes,1,0
2790,1383,'1964',Yes,1,97
2659,919,'1985',Yes,0,0
3709,1140,'1987',Yes,1,0
2759,1260,'1987',Yes,0,92
3116,1336,'1974',No,1,93
3779,840,'1993',No,0,0
2443,1142,'1991',Yes,0,94
4224,1133,'1982',Yes,1,0
2718,1394,'1972',No,1,101
4506,1005,'1987',Yes,0,0
1934,830,'1993',No,1,100
2708,1325,'1977',Yes,0,94
4634,1366,'1979',No,1,12
3232,1181,'1985',No,0,91
4079,1441,'1986',Yes,0,93
2746,1114,'1989',Yes,1,37
4806,1130,'1967',No,0,0
3243,1052,'1954',Yes,0,0
5250,1087,'1990',No,0,0
4167,1536,'1990',Yes,1,0
4387,1039,'1980',Yes,1,0
3021,863,'1990',Yes,0,0
3104,1378,'1990',Yes,1,91
2451,1112,'1955',No,1,99
4274,1128,'1986',Yes,1,0
3358,1050,'1986',Yes,1,0
4303,1234,'1977',Yes,1,0
2946,988,'1933',Yes,1,100
2139,1235,'1966',No,1,107
3530,1106,'1990',No,0,0
4098,1096,'1981',Yes,0,0
4330,1205,'1977',No,1,0
3691,961,'1979',Yes,0,0
3666,1238,'1955',Yes,1,77
3768,1359,'1982',Yes,1,61
3505,1140,'1985',Yes,1,0
3448,1146,'1993',No,0,93
2380,1033,'1991',Yes,1,93
3313,1053,'1973',No,0,61
3930,1096,'1979',Yes,0,0
2317,1438,'1964',Yes,1,113
4973,994,'1985',Yes,0,0
2170,935,'1978',No,1,95
2610,1545,'1931',No,1,109
3336,1045,'1986',No,1,93
4414,1321,'1985',Yes,1,0
4693,995,'1976',Yes,1,0
2023,1360,'1971',Yes,1,101
3804,1261,'1997',No,0,95
5728,1443,'1986',No,0,83
3753,1180,'1970',No,0,85
1872,743,'1987',Yes,1,0
4320,788,'1992',Yes,1,0
4817,897,'1976',No,0,0
3115,753,'1983',No,0,0
3451,1151,'1994',Yes,1,0
3904,1003,'1993',Yes,1,42
2512,1119,'1987',No,1,96
5542,961,'1989',No,0,0
3523,966,'1983',Yes,0,0
2394,1329,'1984',No,0,100
2781,696,'1973',Yes,1,0
3914,1055,'1983',Yes,1,0
3626,1186,'1981',No,0,91
4023,1239,'1984',Yes,0,0
2233,1024,'1977',Yes,1,92
3556,995,'1981',Yes,1,0
4872,839,'1981',No,0,0
3645,1292,'1992',Yes,0,48
2364,772,'1985',Yes,1,0
3195,1185,'1984',No,1,98
4116,1297,'1978',No,1,92
4541,1459,'1969',Yes,1,91
2624,660,'1989',No,1,0
4080,1146,'1978',No,1,0
2078,964,'1992',No,1,93
4478,847,'1974',No,0,0
3403,1152,'1993',No,0,92
4323,1010,'1983',No,1,40
4610,1118,'1992',No,0,92
3688,1072,'1996',No,1,91
1536,1319,'1978',Yes,1,110
2835,964,'1976',Yes,0,0
3869,898,'1977',Yes,1,0
5233,1426,'1996',No,0,93
2969,711,'1992',Yes,0,0
2987,899,'1986',No,1,35
1867,546,'1986',No,1,92
5457,1202,'1979',Yes,0,0
4053,1074,'1986',No,0,0
3119,1153,'1989',Yes,1,65
5344,1231,'1966',Yes,1,0
2694,1133,'1983',No,0,97
3956,1184,'1990',Yes,0,0
2988,992,'1954',No,1,94
4435,1200,'1991',Yes,0,19
5343,1601,'1986',No,0,0
2949,1065,'1981',No,1,92
3593,855,'1984',Yes,0,0
3376,1029,'1982',Yes,1,0
4421,1029,'1977',Yes,0,0
4843,823,'1960',Yes,0,0
4035,1025,'1980',Yes,1,0
2914,1087,'1989',Yes,0,91
1111,692,'1975',No,0,108
4075,1150,'1955',Yes,0,0
4506,1222,'1990',No,1,93
4342,1182,'1993',Yes,1,0
3358,1005,'1980',Yes,0,0
3997,1048,'1976',Yes,0,0
3129,980,'1990',No,0,16
4423,1410,'1960',No,1,95
4692,1100,'1990',Yes,0,0
3933,1110,'1975',Yes,1,0
5032,1419,'1973',Yes,1,0
4043,1416,'1991',No,1,95
4025,1218,'1992',Yes,1,0
5164,916,'1992',Yes,0,0
1858,1041,'1984',No,1,100
3684,1241,'1980',No,1,0
3555,597,'1960',No,0,0
5038,1230,'1995',Yes,1,0
2906,1272,'1972',Yes,0,92
5493,1269,'1968',No,1,0
4017,1077,'1991',No,1,82
5635,1304,'1992',No,1,91
2107,998,'1984',Yes,0,74
4244,1099,'1959',Yes,0,0
3192,1292,'1984',No,1,93
4358,943,'1994',No,1,0
2805,1040,'1970',No,1,95
4195,1340,'1980',No,0,84
3599,1247,'1987',Yes,0,0
3106,1238,'1976',Yes,0,58
4247,1130,'1966',Yes,0,0
3573,1046,'1983',Yes,0,0
2409,816,'1980',Yes,1,13
4637,918,'1987',Yes,1,0
